name,url,category,brand,specifications,prices,image_links,features,needs
PC CPS Creator Ultra AI H950 AMD Ryzen 9 9950X / RTX 5090,https://cellphones.com.vn/pc-cps-creator-ultra-ai-h950.html,pc,Hãng khác,"{'Dung lượng RAM': '64GB', 'RAM': 'PC Kingston Fury Beast RGB DDR5 6000MHz 64GB (2x32GB)', 'SSD': 'SSD Kingston SKC3000 M.2 PCIe Gen 4 NVMe 2TB (SN)', 'CPU': 'AMD Ryzen 9 9950X', 'VGA': 'ASUS TUF Gaming GeForce RTX 5090 OC 32GB TUF-RTX5090-O32G-Gaming', 'Mainboard': 'ASUS TUF Gaming X670E-Plus WiFi DDR5', 'Nguồn': 'Corsair RM1000X Shift Đen (80 Plus Gold/Full Modul)', 'Chipset (PC lắp ráp)': 'X670E', 'Tản nhiệt': ['Tản Nhiệt Nước Corsair iCUE Link Titan 360 RX RGB Đen ', 'Fan Case Corsair RS120 ARGB Black (3 Pack)'], 'Loại case (PC)': 'Case Máy Tính Corsair 6500X Tempered Glass Mid-Tower Đen', 'Loại PC': 'PC AMD'}","[{'color': 'default', 'price': 146990000}]","['https://cdn2.cellphones.com.vn/x/media/catalog/product/c/a/case-may-tinh-corsair-6500x-temp_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/text_ng_n_15__7_242.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/c/a/case-may-tinh-corsair-6500x-temp_2__1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/c/a/case-may-tinh-corsair-6500x-temp_1__1.png']","['Trang bị CPU AMD Ryzen 9 9950X, mang lại hiệu suất tuyệt vời cho các tác vụ xử lý nặng và sáng tạo nội dung chuyên sâu.', 'Mainboard ASUS TUF Gaming X670E-PLUS với hỗ trợ WiFi, đảm bảo kết nối ổn định và nhanh chóng cho mọi hoạt động.', 'VGA RTX 5090 OC 32GB cung cấp khả năng xử lý đồ họa cực mạnh, lý tưởng cho gaming và các ứng dụng đồ họa phức tạp.', 'RAM 64GB DDR5 với tốc độ 6000MHz không chỉ tăng cường hiệu suất đa nhiệm mà còn tạo điểm nhấn thẩm mỹ với đèn RGB.', 'Ổ cứng SSD 2TB mang lại tốc độ truy xuất dữ liệu cực nhanh, giúp khởi động hệ thống và tải ứng dụng tức thì.']",
Máy tính AIO ASUS A3402WVAK-WPC080W,https://cellphones.com.vn/may-tinh-all-in-one-asus-a3402wvak-wpc080w.html,pc,ASUS,"{'Loại card đồ họa': 'Onboard', 'Loại CPU': 'Intel Core i3-1315U 1.2 GHz (10M Cache, up to 4.5 GHz, 6 lõi / 8 luồng)', 'Dung lượng RAM': '8GB', 'Loại RAM': 'DDR5 4800 MHz', 'Số khe ram': '2 khe', 'Ổ cứng': '512GB M.2 NVMeTM PCIe 4.0 SSD', 'Cổng I/O mặt sau': ['1x DC-in', '\r', '1x RJ45 Gigabit Ethernet', '\r', '1x HDMI in 1.4', '\r', '1x HDMI out 1.4', '\r', '1x USB 2.0 Type-A', '\r', '1x USB 3.2 Gen 1 Type-C', '\r', '3x USB 3.2 Gen 1 Type-A'], 'Cổng I/O cạnh sườn máy': ['1x Kensington lock', '\r', '1x 2-in-1 card reader SD / MMC', '\r', '1x 3.5mm combo audio jack', '\r', '1x USB 2.0 Type-A'], 'Công nghệ âm thanh': 'SonicMaster', 'Tính năng đặc biệt': 'Wi-Fi 6', 'Webcam': '720p HD camera', 'Hệ điều hành': 'Windows 11 Home', 'Hãng sản xuất': 'ASUS', 'Kích thước màn hình': '23.8 inches', 'Độ phân giải màn hình': '1920 x 1080 pixels (FullHD)', 'Kích thước': '539 x 423 x 15 ~ 165 mm', 'Trọng lượng': '5.4 kg', 'Wi-Fi': 'Wi-Fi 6(802.11ax) (Dual band) 2x2', 'Bluetooth': 'Bluetooth 5.3'}","[{'color': 'Trắng', 'price': 14690000}]","['https://cdn2.cellphones.com.vn/x/media/catalog/product/m/a/may-tinh-all-in-one-asus-a3402wvak-wpc080w-10.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/m/a/may-tinh-all-in-one-asus-a3202wbak-wa155w_2__1_2_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/m/a/may-tinh-all-in-one-asus-a3202wbak-wa155w_1__1_2_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/m/a/may-tinh-all-in-one-asus-a3202wbak-wa155w_6__1_2_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/m/a/may-tinh-all-in-one-asus-a3202wbak-wa155w_3__1_3_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/m/a/may-tinh-all-in-one-asus-a3202wbak-wa155w_7__1_2_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/m/a/may-tinh-all-in-one-asus-a3202wbak-wa155w_5__1_2_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/m/a/may-tinh-all-in-one-asus-a3202wbak-wa155w_4__1_2_1.png']","['Bộ vi xử lý Intel Core i3-1315U thế hệ thứ 13, RAM 8GB DDR4 và ổ cứng SSD 512GB PCIe cho khả năng xử lý đa nhiệm mượt mà.', 'Tận hưởng trải nghiệm hình ảnh sống động và sâu lắng với màn hình FHD 23.8 inch và góc nhìn rộng.', 'Thiết kế All-in-One nhỏ gọn, tích hợp màn hình, CPU, RAM và ổ cứng trong một thiết bị duy nhất, giúp tiết kiệm không gian làm việc.', 'Kết nối Wi-Fi 6 và Bluetooth 5.2 cho phép bạn kết nối internet và các thiết bị ngoại vi một cách nhanh chóng và dễ dàng.']",['Máy tính All In One']
PC CPS X ASUS Gaming Intel i7 Gen 12 Kèm màn hình,https://cellphones.com.vn/pc-cps-asus-gaming-intel-i7-gen-12.html,pc,Hãng khác,"{'Dung lượng RAM': '16GB', 'RAM': '2x RAM PC ADATA XPG D50 RGB 8GB (1x8GB) 3200MHz DDR4', 'SSD': 'SSD ADATA LEGEND 860 PCIE GEN4 X4 M.2 2280 (R 6000/W 5000) 500GB', 'Màn hình': 'Màn hình Gaming ASUS TUF VG249Q3A 24 inch (FHD/IPS/180Hz/1ms/LOA/FreeSync)', 'CPU': 'Intel Core i7 12700F', 'VGA': 'Asus Dual Geforce RTX 4060 Ti OC 16GB DUAL-RTX4060TI-O16G-EVO', 'Mainboard': 'Asus TUF Gaming B760M-PLUS Wifi D4', 'Nguồn': 'Nguồn máy tính DeepCool PK750D 750W', 'Tản nhiệt': '3x Quạt led Xigmatek Infinity 120mm Fan (Fixed RGB)', 'Loại case (PC)': 'Case máy tính Xigmatek META E-ATX (NO FAN)'}","[{'color': 'default', 'price': 32090000}]","['https://cdn2.cellphones.com.vn/x/media/catalog/product/m/a/man-hinh-gaming-asus-tuf-vg249q3.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/m/a/man-hinh-gaming-asus-tuf-vg249q3_1_.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/m/a/man-hinh-gaming-asus-tuf-vg249q3_2_.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/m/a/man-hinh-gaming-asus-tuf-vg249q3_3_.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/1/-/1-96_1_5.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/6/-/6-96_1_4.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/3/-/3-96_1_4.png']","['Trang bị CPU i7-12700F mạnh mẽ kết hợp VGA RTX 4060 Ti 16GB, đáp ứng nhu cầu gaming và làm việc đồ họa cao cấp.', 'RAM 16GB DDR4 tốc độ 3200MHz và SSD 500GB với tốc độ đọc/ghi cực nhanh, đảm bảo hiệu suất tối ưu.', 'Mainboard hỗ trợ kết nối Wi-Fi và các tính năng hiện đại, phù hợp cho hệ thống hiệu suất cao.', 'Case E-ATX rộng rãi, kết hợp quạt RGB 120mm và nguồn 750W, đảm bảo khả năng tản nhiệt và hoạt động ổn định.', 'Đi kèm màn hình 24 inch tần số quét 180Hz, thời gian phản hồi 1ms, mang lại trải nghiệm hình ảnh mượt mà, sắc nét và sống động.']",['PC ráp sẵn CellphoneS']
PC CPS Gaming G07 i5 12400F / 16GB - 256GB / RTX 4060,https://cellphones.com.vn/pc-cps-gaming-g7.html,pc,Hãng khác,"{'CPU': 'Intel Core i5-12400F', 'VGA': 'VGA MSI GEFORCE RTX 4060 VENTUS 2X WHITE 8GB', 'Socket': 'LGA 1700', 'RAM': '16GB', 'SSD': '256GB', 'Mainboard': 'B760M', 'Nguồn': '650W', 'Chipset (PC lắp ráp)': 'B760M', 'Tản nhiệt': 'Tản nhiệt nước Xigmatek Fenix 240', 'Loại case (PC)': 'CASE MÁY TÍNH XIGMATEK PANO M ARCTIC (NO FAN) M-ATX TRẮNG', 'Loại PC': 'PC Intel'}","[{'color': 'default', 'price': 20490000}]",['https://cdn2.cellphones.com.vn/x/media/catalog/product/c/a/case-may-tinh-xigmatek-pano-m-ar.png'],"['PC G7 được chế tác từ linh kiện chất lượng cao.', 'Cấu hình đủ đáp ứng cho những tựa game mạnh.', 'Hỗ trợ card màn hình RTX 4060 cho việc chơi game.', 'Thiết kế case gọn nhẹ phù hợp đặt mọi không gian.']",['PC ráp sẵn CellphoneS']
PC CPS Quantum Blaze 5070,https://cellphones.com.vn/pc-cps-quantum-blaze-5070.html,pc,Hãng khác,"{'Dung lượng RAM': '32GB', 'RAM': 'Kingston Fury Beast RGB DDR5 5600MHz 32GB (2*16GB)', 'SSD': 'SSD ADATA LEGEND 860 PCIE GEN4 X4 M.2 2280 (R 6000/W 5000) 1TB', 'CPU': 'Intel Core i7 14700KF', 'VGA': 'ASUS PRIME GEFORCE RTX 5070 OC 12GB PRIME-RTX5070-O12G', 'Mainboard': 'ASUS Z790-Plus Wifi D5 Tuf Gaming Z790-PLUS WIFI', 'Nguồn': 'Xigmatek Thor T850M V3 PCIe Gen 5.1 ATX 3.1 (850W, 80PLUS BRONZE)', 'Chipset (PC lắp ráp)': 'Z790', 'Tản nhiệt': ['Tản nhiệt nước AIO Xigmatek Connect 360', 'Bộ 3 quạt Xigmatek Starlink Ultra A-RGB'], 'Loại case (PC)': 'Xigmatek META E-ATX (NO FAN)', 'Loại PC': 'PC Intel'}","[{'color': 'default', 'price': 52990000}]","['https://cdn2.cellphones.com.vn/x/media/catalog/product/1/-/1-96_1_4.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/6/-/6-96_1_3.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/3/-/3-96_1_3.png']","['Bộ máy tính hiệu năng cao với CPU Intel i7-14700KF và card đồ họa ASUS RTX 5070 12GB, đáp ứng tốt nhu cầu gaming và đồ họa.', 'Mainboard ASUS TUF Z790-PLUS WIFI và RAM Kingston Fury Beast RGB DDR5 32GB 5600MHz cho nền tảng ổn định.', 'SSD ADATA Legend 860 PCIe Gen4 1TB tốc độ đọc/ghi 6000/5000MB/s, đảm bảo khởi động và load ứng dụng nhanh.', 'Tản nhiệt nước Xigmatek Connect 360 và 3 fan Starlink Ultra A-RGB tạo hệ thống làm mát hiệu quả.']",['PC ráp sẵn CellphoneS']
PC CPS Quantum Blaze 5090,https://cellphones.com.vn/pc-cps-quantum-blaze-5090.html,pc,Hãng khác,"{'Dung lượng RAM': '64GB', 'RAM': 'Ram PC Kingston Fury Beast RGB DDR5 6000MHz 64GB (2*32GB)', 'SSD': 'Ổ cứng SSD Kingston SKC3000 M2 PCIe NVME Gen 4 2TB', 'CPU': 'CPU Intel Core Ultra 9 285K', 'VGA': 'VGA ASUS TUF GAMING GEFORCE RTX 5090 OC 32GB TUF-RTX5090-O32G-GAMING', 'Mainboard': 'MAINBOARD ASUS ROG STRIX Z890-F GAMING WIFI', 'Nguồn': 'Nguồn máy tính Corsair RM1200X Shift', 'Tản nhiệt': ['Tản nhiệt nước Corsair H150i Elite Capellix XT ', 'Bộ 3 Fan Corsair Icue Link LX120-R RGB'], 'Loại case (PC)': 'Case máy tính Corsair 6500D Airflow Tempered Glass Mid Tower', 'Loại PC': 'PC Intel'}","[{'color': 'default', 'price': 151990000}]","['https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/text_ng_n_2__10.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/text_ng_n_3__8.png']","['Trang bị Intel Core Ultra U9 285K và RTX 5090 OC 32GB, mang lại sức mạnh xử lý tối đa cho gaming và đồ họa.', '64GB RAM DDR5 6000MHz và ASUS ROG STRIX Z890-F, hệ thống đảm bảo tốc độ khung hình ổn định ngay cả trong các tựa game nặng nhất.', 'SSD Kingston SKC3000 2TB PCIe 4.0 giúp giảm thời gian tải game và phần mềm, mang lại trải nghiệm mượt mà.', 'Hệ thống Corsair H150i Elite Capellix XT cùng 3 fan RGB Corsair iCUE Link LX120-R giúp duy trì nhiệt độ ổn định, tối ưu hiệu suất.', 'Nguồn cấp bền bỉ (80 Plus Gold) đảm bảo cung cấp điện ổn định, bảo vệ toàn bộ hệ thống hoạt động an toàn và hiệu quả.']",['PC ráp sẵn CellphoneS']
PC CPS văn phòng Intel i3 Gen 14 - Kèm màn hình,https://cellphones.com.vn/may-tinh-pc-cps-van-phong-intel-i3-gen-14.html,pc,Hãng khác,"{'Loại card đồ họa': 'Onboard', 'CPU': 'Intel Core i3 14100 (4 lõi / 8 luồng, 3.5 - 4.7 GHz, L2: 5 MB  / L3: 12 MB, 60W)', 'VGA': 'Onboard', 'Socket': 'LGA 1700', 'Loại CPU': 'Intel Core i3 14100 (4 lõi / 8 luồng, 3.5 - 4.7 GHz, L2: 5 MB  / L3: 12 MB, 60W)', 'Dung lượng RAM': '8GB', 'Loại RAM': 'DDR4 3200MHz', 'Ổ cứng': 'SSD 256GB', 'RAM': 'RAM PC Kingston Fury 8GB 3200MHz KF432C16BB/8', 'SSD': 'SSD 256GB', 'Chất liệu tấm nền': 'Tấm nền VA', 'Kích thước màn hình': '22 inches', 'Độ phân giải màn hình': '1920 x 1080 pixels (FullHD)', 'Mainboard': 'Mainboard ASRock H610M LGA 1700 DDR4 64GB', 'Nguồn': 'Nguồn máy tính Xigmatek X-Power III 350 250W', 'Chipset (PC lắp ráp)': 'H610M', 'Loại case (PC)': 'Case máy tính XIGMATEK XS-09 M-ATX', 'Loại PC': 'PC Intel'}","[{'color': 'default', 'price': 8190000}]","['https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/text_ng_n_3__6_31.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/text_ng_n_4__7_30.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/text_ng_n_15__7_158_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/text_ng_n_13__7_12_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/text_ng_n_12__7_8_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/text_ng_n_14__8_13_1.png']","['Trang bị mainboard H610M-HVS với công nghệ M.2 R2.0 hỗ trợ kết nối SSD nhanh chóng và hiệu quả.', 'Bộ vi xử lý Intel Core i3-14100 mang lại sức mạnh xử lý tốt cho các ứng dụng văn phòng, giải trí và chơi game nhẹ.', 'RAM 8GB giúp máy hoạt động mượt mà trong các tác vụ đa nhiệm.', 'Ổ cứng SSD 256GB cung cấp tốc độ truy cập nhanh, giúp khởi động hệ điều hành và ứng dụng nhanh chóng.']",['Máy tính All In One']
PC CPS X MSI Gaming Intel i7 Gen 14 Kèm màn hình,https://cellphones.com.vn/pc-cps-msi-gaming-intel-i7-gen-14.html,pc,Hãng khác,"{'Dung lượng RAM': '16GB', 'RAM': 'PC Kingston Fury Beast RGB DDR5 5600MHz 16GB (2*8GB)', 'SSD': 'SSD ADATA LEGEND 860 PCIE GEN4 X4 M.2 2280 (R 6000/W 5000) 500GB', 'Màn hình': 'Màn hình Gaming MSI G255F 25 inch (FHD/IPS/180HZ/1MS)', 'CPU': 'Intel Core i7 14700F', 'VGA': 'GeForce RTX 4060 VENTUS 2X Black 8G OC', 'Mainboard': 'Mainboard MSI B760M Gaming Plus Wifi Ddr5', 'Nguồn': 'Nguồn máy tính MSI MAG A750BN PCIE5 750W', 'Chipset (PC lắp ráp)': 'B760M', 'Tản nhiệt': 'Tản Nhiệt Nước MSI Mag Coreliquid E240 Đen', 'Loại case (PC)': 'Case máy tính MSI MAG FORGE 320R AIRFLOW', 'Loại PC': 'PC Intel'}","[{'color': 'default', 'price': 32390000}]","['https://cdn2.cellphones.com.vn/x/media/catalog/product/m/a/man-hinh-gaming-msi-g255f-25-inc_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/m/a/man-hinh-gaming-msi-g255f-25-inc_2__1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/m/a/man-hinh-gaming-msi-g255f-25-inc_1__1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/m/a/man-hinh-gaming-msi-g255f-25-inc_3__1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/c/a/case-may-tinh-msi-mag-forge-320r.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/c/a/case-may-tinh-msi-mag-forge-320r_1_.png']","['Trang bị CPU Intel Core i7-14700F kết hợp VGA RTX 4060, mang đến hiệu suất mạnh mẽ cho gaming và làm việc chuyên nghiệp.', 'Mainboard B760M cùng RAM 16GB đảm bảo tốc độ xử lý cực nhanh và ổn định.', 'SSD 500GB với tốc độ đọc/ghi lên đến 6000/5000 MB/s cho khả năng truy xuất dữ liệu nhanh chóng.', 'Hệ thống tản nhiệt nước MSI MAG CoreLiquid E240 và nguồn MSI MAG A750BN 750W đảm bảo hệ thống luôn mát mẻ và hoạt động ổn định.', 'Đi kèm màn hình Gaming MSI G255F với tần số quét 180Hz và thời gian phản hồi 1ms, mang đến hình ảnh sắc nét và trải nghiệm chơi game tuyệt vời.']",['PC ráp sẵn CellphoneS']
PC CPS Gaming G02 i3 12100F / 16GB - 256GB / RTX 3050,https://cellphones.com.vn/pc-cps-gaming-g2.html,pc,Hãng khác,"{'CPU': 'Intel Core i3-12100F', 'VGA': 'GeForce RTX 3050 VENTUS 2X 6G OC', 'Socket': 'LGA 1700', 'RAM': 'RAM PC ADATA XPG D50 RGB 8GB (1x8GB) 3200MHz DDR4', 'SSD': 'SSD 256GB Sata III', 'Mainboard': 'H610M', 'Nguồn': '600W', 'Chipset (PC lắp ráp)': 'H610M', 'Loại case (PC)': 'Case máy tính Xigmatek Sky II 3F ATX', 'Loại PC': 'PC Intel'}","[{'color': 'default', 'price': 11490000}]","['https://cdn2.cellphones.com.vn/x/media/catalog/product/p/c/pc-cps-gaming-g2_2.jpg', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/text_ng_n_11__5_44.jpg', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/p/c/pc-cps-gaming-g1_3__1.jpg', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/p/c/pc-cps-gaming-g1_2__1.jpg']","['PC G02 được chế tác từ linh kiện chất lượng cao', 'Cấu hình đủ đáp ứng cho những tựa game mạnh', 'Hỗ trợ card màn hình RTX 305 0 cho việc đồ họa', 'Thiết kế case gọn nhẹ phù hợp đặt mọi không gian']",['PC ráp sẵn CellphoneS']
PC CPS Gaming G08 i5 12400F / 8GB - 256GB / RX 6600,https://cellphones.com.vn/pc-cps-gaming-g08.html,pc,Hãng khác,"{'Dung lượng RAM': '8GB', 'SSD': '256GB', 'CPU': 'Intel Core i5-12400F', 'VGA': 'AMD Radeon RX 6600', 'Socket': 'LGA 1700', 'Mainboard': 'H610M', 'Nguồn': '600W', 'Chipset (PC lắp ráp)': 'H610M', 'Tản nhiệt': 'Tản nhiệt khí Xigmatek EPIX II', 'Loại case (PC)': 'M-ATX', 'Loại PC': 'PC Intel', 'Cổng I/O mặt sau': ['1 x Cổng chuột/bàn phím PS/2', '1 x Cổng D-Sub', '1 x Cổng HDMI', '2 x Cổng USB 3.2 Gen1 (Hỗ trợ bảo vệ ESD)', '4 x Cổng USB 2.0 (Hỗ trợ bảo vệ ESD)', '1 x RJ- 45 Cổng LAN có đèn LED (Đèn LED ACT/LINK và đèn LED TỐC ĐỘ)', 'Giắc cắm âm thanh HD: Line in / Loa trước / Microphone']}","[{'color': 'default', 'price': 13090000}]","['https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/text_ng_n_7__2_165_3.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/text_ng_n_9__4_176_3.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/text_ng_n_8__4_166_2.png']","['Bộ vi xử lý Intel Core i5-12400F mang lại hiệu suất vượt trội cho cả chơi game và xử lý tác vụ nặng.', 'Mainboard H610M-HVS/M.2 R2.0 hỗ trợ nhiều tính năng mở rộng và kết nối hiện đại.', 'VGA Asrock AMD Radeon RX 6600 Challenger D 8GB cung cấp khả năng xử lý đồ họa mạnh mẽ, lý tưởng cho game thủ.', 'RAM ADATA XPG D50 RGB 8GB (1x8GB) 3200MHz DDR4 không chỉ nhanh mà còn mang lại hiệu ứng ánh sáng đẹp mắt.', 'SSD PNY CS1031 M.2 2280 NVMe PCIe Gen 3x4 256GB giúp khởi động nhanh chóng và tăng tốc độ truy cập dữ liệu.']",['PC ráp sẵn CellphoneS']
PC Mini Asus NUC 12Th WallStreet Canyon i5,https://cellphones.com.vn/may-tinh-pc-mini-asus-nuc-12th-wallstreet-canyon-i5.html,pc,ASUS,"{'Loại card đồ họa': 'Integrated - Intel Iris Xe Graphics', 'Loại CPU': 'Intel Core i5-1240P (Up to 4.4GHz ) 12 Cores 16 Threads 12MB', 'Loại RAM': 'DDR4 3200MHz', 'Số khe ram': '2 x DDR4 3200MHz (maximum 64GB)', 'Ổ cứng': ['2.5inch SATA 6Gb/s', ' M.2 2280 SSD PCIe Gen 4 x4', ' M.2 2242 SSD SATA'], 'Cổng I/O mặt sau': ['2 x HDMI 2.1', '\r', '2 x Thunderbolt 4 hỗ trợ DP 1.4a', '\r', '1 x USB 3.2 Gen2 Type-A', '\r', '1 x USB 2.0', '\r', '1 x LAN', '\r', '1 x DC-in'], 'Cổng I/O mặt trước': ['2 x USB 3.2 Gen2 Type-A', '\r', '1 x Audio 3.5mm Jack', '\r', 'Power Button'], 'Tính năng đặc biệt': 'Wi-Fi 6', 'Nguồn': '12-20Vdc', 'Hệ điều hành': 'No OS', 'Kích thước': '117 x 112 x 54 mm', 'Wi-Fi': 'Intel Wi-Fi 6E AX211 (Gig+)', 'Bluetooth': 'Bluetooth 5.3'}","[{'color': 'Đen', 'price': 10690000}]","['https://cdn2.cellphones.com.vn/x/media/catalog/product/g/r/group_473_1__1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/f/r/frame_283_1__2.jpg', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/m/_/m_y_t_nh_5__6.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/m/_/m_y_t_nh_2__11.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/m/_/m_y_t_nh_3__9.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/m/_/m_y_t_nh_4__8.png']","['Hiệu năng mạnh mẽ, trang bị CPU Intel Core i5, xử lý mượt mà mọi tác vụ văn phòng, giải trí.', 'Thiết kế siêu nhỏ gọn, tiết kiệm không gian, dễ dàng bố trí ở mọi vị trí làm việc.', 'Hỗ trợ Wi-Fi 6 và Bluetooth cho kết nối nhanh chóng, ổn định.', 'Khả năng nâng cấp linh hoạt, dễ dàng nâng cấp RAM và ổ cứng cho hiệu suất tối ưu.']",['Máy tính đồng bộ']
Máy tính PC Mini Asus ROG NUC 14TH Scorpion Canyon U9,https://cellphones.com.vn/may-tinh-pc-mini-asus-rog-nuc-14th-scorpion-canyon-u9-32gb.html,pc,ASUS,"{'Chip AI': 'Intel AI Boost', 'Loại card đồ họa': ['NVIDIA RTX 4070 8GB GDDR6 ', 'Intel Arc Graphics'], 'Loại CPU': 'Intel Core Ultra 9 185H (16 lõi/ 22 luồng, 5.1 GHz)', 'Dung lượng RAM': '32GB', 'Loại RAM': 'DDR5 SO-DIMM 5600 MHz', 'Số khe ram': '2 x 16GB', 'Ổ cứng': '1 TB SSD M.2 PCIe 4.0 x 4 (3x M.2 2280 PCIe 4.0 x4)', 'Cổng I/O mặt sau': ['1x Thunderbolt 4 / USB4 (Display Port)', '\r', '2x USB-A 3.2 Gen 2', '\r', '2x USB-A 2.0', '\r', '1x HDMI 2.1', '\r', '2x DisplayPort 1.4', '\r', '1x LAN 2.5Gb'], 'Cổng I/O mặt trước': ['1x SD Card Reader', '\r', '2x USB-A 3.2 Gen 2', '\r', '1x Audio/Mic 3.5mm'], 'Khe đọc thẻ nhớ': 'Có', 'Wi-Fi': 'Wi-Fi 6E', 'Bluetooth': 'Bluetooth 5.3', 'Tính năng đặc biệt': 'Wi-Fi 6', 'Hãng sản xuất': 'ASUS', 'Hệ điều hành': 'Windows 11 Home', 'Kích thước': '270 x 180 x 50 mm'}","[{'color': 'Đen', 'price': 54890000}]","['https://cdn2.cellphones.com.vn/x/media/catalog/product/f/r/frame_283_1__3.jpg', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/text_ng_n_23__2_26_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/text_ng_n_25__2_23_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/text_ng_n_27__3_19_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/text_ng_n_26__2_22_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/text_ng_n_30__4_17_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/text_ng_n_24__2_25_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/text_ng_n_29__5_14_1.png', 'https://cdn2.cellphones.com.vn/x/media/catalog/product/t/e/text_ng_n_28__4_17_1.png']","['CPU U9-185H, card đồ họa rời NVIDIA RTX 4070, mang lại hiệu năng đồ họa mạnh mẽ để đáp ứng các nhu cầu chơi game, thiết kế đồ họa và xử lý video chuyên nghiệp.', '32GB RAM DDR5, cung cấp hiệu năng xử lý cao và đáp ứng tốt các tác vụ đòi hỏi tài nguyên lớn.', 'Ổ cứng SSD 1TB PCIe, mang lại tốc độ khởi động và truy xuất dữ liệu nhanh chóng, tăng cường trải nghiệm sử dụng.', 'Thiết kế nhỏ gọn và gọn nhẹ của Mini PC giúp tiết kiệm không gian, đồng thời dễ dàng di chuyển và sử dụng ở nhiều môi trường khác nhau.']","['Máy tính đồng bộ', 'PC ráp sẵn CellphoneS']"
