name,url,brand,prices,specifications
Màn hình LG 27QN600-B/27 inch QHD (2560x1440)/IPS 75Hz,https://fptshop.com.vn/man-hinh/man-hinh-lg-27-inch-27qn600-b,LG,"[{'color': 'Đen', 'price': 4590000}]","{'Model': '27QN600-B.ATV', 'Xuất xứ': 'Trung Quốc', 'Thời gian bảo hành': '24', 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Hướng dẫn sử dụng': 'Xem trong sách hướng dẫn sử dụng', 'Màu sắc': 'Đen', 'Kích thước có chân đế': '613.5 x 484.2 x 208.8 cm', 'Kích thước không chân đế': '613.5 x 363.5 x 45.4 cm', 'Trọng lượng sản phẩm có chân đế': '5.7 kg', 'Kiểu chân đế': 'Chân chữ V', 'Góc nhìn': '178°(Dọc) / 178°(Ngang)', 'Thời gian phản hồi': '1ms', 'Điện áp': '220 - 240 V', 'Loại màn hình': 'LED', 'Kích thước màn hình': '27 inch', 'Công nghệ màn hình': 'IPS LCD', 'Độ phân giải': '2560 x 1440 Pixels', 'Chuẩn màn hình': 'QHD', 'Độ sáng': '350 nits', 'Độ tương phản': '1000:1', 'Tấm nền': 'IPS', 'Tần số quét': '75 Hz', 'Tỷ lệ màn hình': '16:09', 'Màu màn hình': '16.7 Triệu', 'Cổng giao tiếp': 'Đầu vào: HDMI\nĐầu vào: DisplayPort 1.4', 'Phụ kiện trong hộp': 'Dây nguồn'}"
Màn hình Gaming MSI MAG 275QF/27inch QHD (2560x1440)/IPS 180Hz,https://fptshop.com.vn/man-hinh/msi-mag-275qf-27-inch-qhd-ips-180hz,MSI,"[{'color': 'Đen', 'price': 4850000}]","{'Model': '275QF', 'Xuất xứ': 'Trung Quốc', 'Thời điểm ra mắt': '2024', 'Thời gian bảo hành': '36', 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Hướng dẫn sử dụng': 'Xem trong sách hướng dẫn sử dụng', 'Màu sắc': 'Đen', 'Kích thước có chân đế': '613.3 x 220.1 x 454.6 mm', 'Kích thước không chân đế': '613.3 x 57.9 x 360.7 mm', 'Trọng lượng sản phẩm có chân đế': '6.35 kg', 'Kiểu chân đế': 'Chân chữ V', 'Góc nhìn': '178°(Dọc) / 178°(Ngang)', 'Thời gian phản hồi': '0.5ms', 'Điện áp': '100 - 240 V / 50 - 60 Hz', 'Đầu ra âm thanh': '1 x 3.5mm Audio-out (Headphone)', 'Loại màn hình': 'LED', 'Kích thước màn hình': '27 inch', 'Công nghệ màn hình': 'IPS', 'Độ phân giải': '2560 x 1440 Pixels', 'Chuẩn màn hình': 'QHD', 'Độ sáng': '300 nits', 'Độ tương phản': '1000:1', 'Tấm nền': 'IPS', 'Tần số quét': '180 Hz', 'Tỷ lệ màn hình': '16:09', 'Màu màn hình': '1.07 tỷ', 'Phụ kiện trong hộp': 'Dây nguồn'}"
Màn hình đồ họa Asus ProArt PA248QV-P/24inch/FHD (1920x1200)/IPS 75Hz,https://fptshop.com.vn/man-hinh/man-hinh-do-hoa-asus-proart-pa248qv-p-24inch,Asus,"[{'color': 'Đen', 'price': 4990000}]","{'Model': 'PA248QV-P', 'Xuất xứ': 'Trung Quốc', 'Thời gian bảo hành': '36', 'Màu sắc': 'Đen', 'Trọng lượng sản phẩm có chân đế': '8.3 kg', 'Kiểu chân đế': 'Điều chỉnh độ cao', 'Góc nhìn': '178°(Dọc) / 178°(Ngang)', 'Thời gian phản hồi': '5ms', 'Điện áp': '220 - 240 V', 'Loại màn hình': 'Màn hình phẳng', 'Kích thước màn hình': '24 inch', 'Công nghệ màn hình': 'Anti-Glare LED-Backlit Display', 'Độ phân giải': '1920 x 1200 Pixels', 'Chuẩn màn hình': 'WUXGA', 'Độ sáng': '300 nits', 'Độ tương phản': '1000:1', 'Tấm nền': 'IPS', 'Tần số quét': '75 Hz', 'Tỷ lệ màn hình': '16:10', 'Màu màn hình': '16.7 Triệu', 'Cổng giao tiếp': 'Đầu vào: HDMI\nĐầu vào: DisplayPort', 'Phụ kiện trong hộp': 'Dây nguồn'}"
Màn hình Samsung LS24C330GAEXXV/24 inch/FHD(1920x1080)/IPS 100Hz,https://fptshop.com.vn/man-hinh/man-hinh-samsung-ls24c330gaexxv-24-inch,Samsung,"[{'color': 'Đen', 'price': 2190000}]","{'Model': 'Samsung LS24C330GAEXXV', 'Xuất xứ': 'Việt Nam', 'Thời gian bảo hành': '24', 'Màu sắc': 'Đen', 'Kích thước có chân đế': '539.5 x 422.4 x 253.5 mm', 'Trọng lượng sản phẩm có chân đế': '2.9 kg', 'Góc nhìn': '178°(Dọc) / 178°(Ngang)', 'Loại màn hình': 'Màn hình phẳng', 'Kích thước màn hình': '24 inch', 'Độ phân giải': 'FHD (1920 x 1080)', 'Chuẩn màn hình': 'FHD', 'Độ sáng': '250 nits', 'Độ tương phản': '1000:1', 'Tấm nền': 'IPS', 'Tần số quét': '100 Hz', 'Tỷ lệ màn hình': '16:09', 'Màu màn hình': '16.7 Triệu', 'Phụ kiện trong hộp': 'Cáp\nCáp HDMI'}"
Màn hình Gaming MSI G24C4 E2/23.8inch/FHD (1920x1080)/VA 180Hz,https://fptshop.com.vn/man-hinh/msi-g24c4-e2-23-8-inch-fhd-va-180hz,MSI,"[{'color': 'Đen', 'price': 2490000}]","{'Model': 'G24C4 E2', 'Xuất xứ': 'Trung Quốc', 'Thời gian bảo hành': '36', 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Hướng dẫn sử dụng': 'Xem trong sách hướng dẫn sử dụng', 'Màu sắc': 'Đen', 'Kích thước có chân đế': '537 x 225 x 429 mm', 'Kích thước không chân đế': '537 x 68 x 326 mm', 'Trọng lượng sản phẩm có chân đế': '3.5 kg', 'Kiểu chân đế': 'Chân chữ Y', 'Góc nhìn': '178°(Dọc) / 178°(Ngang)', 'Thời gian phản hồi': '1ms', 'Điện áp': '220 - 240 V', 'Đầu ra âm thanh': '1 x 3.5mm Audio-out (Headphone)', 'Loại màn hình': 'LED', 'Kích thước màn hình': '23.8 inch', 'Công nghệ màn hình': 'VA', 'Độ phân giải': '1920 x 1080 Pixels', 'Chuẩn màn hình': 'FHD', 'Độ sáng': '250 nits', 'Độ tương phản': '100M:1', 'Tấm nền': 'IPS', 'Tần số quét': '180 Hz', 'Tỷ lệ màn hình': '16:09', 'Màu màn hình': '16.7 Triệu', 'Phụ kiện trong hộp': 'Dây nguồn\nCáp DisplayPort'}"
Màn hình Samsung LS24D300GAEXXV/23.8inch FHD (1920x1080)/IPS 100Hz,https://fptshop.com.vn/man-hinh/samsung-ls24d300gaexxv-23-8inch-fhd-ips-100hz,Samsung,"[{'color': 'Đen', 'price': 2390000}]","{'Model': 'LS24D300GAEXXV', 'Xuất xứ': 'Việt Nam', 'Thời điểm ra mắt': '2025', 'Thời gian bảo hành': '24', 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Hướng dẫn sử dụng': 'Xem trong sách hướng dẫn sử dụng', 'Màu sắc': 'Đen', 'Kích thước có chân đế': '540.7 x 428.5 x 175.1 mm', 'Kích thước không chân đế': '540.7 x 320.4 x 36.2 mm', 'Trọng lượng sản phẩm có chân đế': '2.4 kg', 'Kiểu chân đế': 'Vuông', 'Góc nhìn': '178°(Dọc) / 178°(Ngang)', 'Thời gian phản hồi': '5ms', 'Tiêu thụ năng lượng': '25 W', 'Tiêu thụ năng lượng màn hình chờ': '0.5 W', 'Điện áp': '100 - 240 V / 50 - 60 Hz', 'Loại màn hình': 'LED', 'Kích thước màn hình': '23.8 inch', 'Công nghệ màn hình': 'IPS', 'Độ phân giải': '1920 x 1080 Pixels', 'Chuẩn màn hình': 'FHD', 'Độ sáng': '250 nits', 'Độ tương phản': '1000:1', 'Tấm nền': 'IPS', 'Tần số quét': '100', 'Tỷ lệ màn hình': '16:09', 'Màu màn hình': '16.7 Triệu', 'Cổng giao tiếp': 'Đầu vào: VGA/D-sub\nĐầu vào: HDMI 1.4', 'Phụ kiện trong hộp': 'Dây nguồn'}"
Màn hình Xiaomi A27i EU(ELA5345EU)/27 inch/FullHD (1920x1080)/IPS 100Hz,https://fptshop.com.vn/man-hinh/man-hinh-xiaomi-a27i-ela5345eu-27-inch,Xiaomi,"[{'color': 'Đen', 'price': 2390000}]","{'Model': 'A27i', 'Xuất xứ': 'Trung Quốc', 'Thời gian bảo hành': '36', 'Màu sắc': 'Đen', 'Kích thước có chân đế': '612.3 x 170 x 451.7 mm', 'Kích thước không chân đế': '612.3 x 37.3 x 361.6 mm', 'Trọng lượng sản phẩm có chân đế': '3.6 kg', 'Kiểu chân đế': 'Vuông', 'Góc nhìn': '178°(Dọc) / 178°(Ngang)', 'Thời gian phản hồi': '6ms', 'Loại màn hình': 'Màn hình phẳng', 'Kích thước màn hình': '27 inch', 'Công nghệ màn hình': 'IPS LCD', 'Độ phân giải': '1920 x 1080 Pixels', 'Chuẩn màn hình': 'FHD', 'Độ sáng': '250 nits', 'Độ tương phản': '1000:1', 'Tấm nền': 'IPS', 'Tần số quét': '100 Hz', 'Tỷ lệ màn hình': '16:09', 'Màu màn hình': '16.7 Triệu', 'Cổng giao tiếp': 'Đầu vào: HDMI\nĐầu vào: DisplayPort', 'Phụ kiện trong hộp': 'Cáp HDMI\nDây nguồn'}"
Màn hình Samsung LS27D300GAEXXV/27inch FHD (1920x1080)/IPS 100Hz,https://fptshop.com.vn/man-hinh/samsung-ls27d300gaexxv-27-inch-fhd-ips-100hz,Samsung,"[{'color': 'Đen', 'price': 2990000}]","{'Model': 'LS27D300GAEXXV', 'Xuất xứ': 'Việt Nam', 'Thời điểm ra mắt': '2025', 'Thời gian bảo hành': '24', 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Hướng dẫn sử dụng': 'Xem trong sách hướng dẫn sử dụng', 'Màu sắc': 'Đen', 'Kích thước có chân đế': '612.7 x 470.0 x 200.4 mm', 'Kích thước không chân đế': '612.7 x 360.9 x 36.2 mm', 'Trọng lượng sản phẩm có chân đế': '2.9 kg', 'Kiểu chân đế': 'Vuông', 'Góc nhìn': '178°(Dọc) / 178°(Ngang)', 'Thời gian phản hồi': '5ms', 'Tiêu thụ năng lượng': '25 W', 'Tiêu thụ năng lượng màn hình chờ': '0.5 W', 'Điện áp': '100 - 240 V / 50 - 60 Hz', 'Loại màn hình': 'LED', 'Kích thước màn hình': '27 inch', 'Công nghệ màn hình': 'IPS', 'Độ phân giải': '1920 x 1080 Pixels', 'Chuẩn màn hình': 'FHD', 'Độ sáng': '250 nits', 'Độ tương phản': '1000:1', 'Tấm nền': 'IPS', 'Tần số quét': '100', 'Tỷ lệ màn hình': '16:09', 'Màu màn hình': '16.7 Triệu', 'Cổng giao tiếp': 'Đầu vào: VGA/D-sub\nĐầu vào: HDMI 1.4', 'Phụ kiện trong hộp': 'Dây nguồn'}"
Màn hình Samsung LS24D300GAEXXV/23.8inch FHD (1920x1080)/IPS 100Hz,https://fptshop.com.vn/man-hinh/samsung-ls24d300gaexxv-23-8inch-fhd-ips-100hz,Samsung,"[{'color': 'Đen', 'price': 2390000}]","{'Model': 'LS24D300GAEXXV', 'Xuất xứ': 'Việt Nam', 'Thời điểm ra mắt': '2025', 'Thời gian bảo hành': '24', 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Hướng dẫn sử dụng': 'Xem trong sách hướng dẫn sử dụng', 'Màu sắc': 'Đen', 'Kích thước có chân đế': '540.7 x 428.5 x 175.1 mm', 'Kích thước không chân đế': '540.7 x 320.4 x 36.2 mm', 'Trọng lượng sản phẩm có chân đế': '2.4 kg', 'Kiểu chân đế': 'Vuông', 'Góc nhìn': '178°(Dọc) / 178°(Ngang)', 'Thời gian phản hồi': '5ms', 'Tiêu thụ năng lượng': '25 W', 'Tiêu thụ năng lượng màn hình chờ': '0.5 W', 'Điện áp': '100 - 240 V / 50 - 60 Hz', 'Loại màn hình': 'LED', 'Kích thước màn hình': '23.8 inch', 'Công nghệ màn hình': 'IPS', 'Độ phân giải': '1920 x 1080 Pixels', 'Chuẩn màn hình': 'FHD', 'Độ sáng': '250 nits', 'Độ tương phản': '1000:1', 'Tấm nền': 'IPS', 'Tần số quét': '100', 'Tỷ lệ màn hình': '16:09', 'Màu màn hình': '16.7 Triệu', 'Cổng giao tiếp': 'Đầu vào: VGA/D-sub\nĐầu vào: HDMI 1.4', 'Phụ kiện trong hộp': 'Dây nguồn'}"
Màn hình MSI MP275 E2/27inch FullHD (1920x1080)/IPS 120Hz,https://fptshop.com.vn/man-hinh/msi-mp275-e2,MSI,"[{'color': 'Đen', 'price': 2740000}]","{'Model': 'MP275 E2', 'Xuất xứ': 'Trung Quốc', 'Thời gian bảo hành': '24', 'Màu sắc': 'Đen', 'Kích thước có chân đế': '611.9 x 447.7 x 206.8 mm', 'Trọng lượng sản phẩm có chân đế': '3.66 kg', 'Kiểu chân đế': 'Vuông', 'Góc nhìn': '178°(Dọc) / 178°(Ngang)', 'Thời gian phản hồi': '1ms', 'Điện áp': '220 - 240 V', 'Đầu ra âm thanh': 'Loa', 'Loại màn hình': 'LED', 'Kích thước màn hình': '27 inch', 'Công nghệ màn hình': 'IPS', 'Độ phân giải': '1920 x 1080 Pixels', 'Chuẩn màn hình': 'FHD', 'Độ sáng': '300 nits', 'Độ tương phản': '1500:1', 'Tấm nền': 'IPS', 'Tần số quét': '120 Hz', 'Tỷ lệ màn hình': '16:09', 'Màu màn hình': '16.7 Triệu', 'Cổng giao tiếp': 'Đầu vào: HDMI\nĐầu vào: DisplayPort', 'Phụ kiện trong hộp': 'Dây nguồn\nDây HDMI'}"
